ciudad,fecha,hora,lat,lon,temp_celsius,temp_kelvin,descripcion
madrid,2025-07-29,19:30:00,40.5,-3.75,24.49,297.64,Temperatura día 2025-07-29 a la hora 19:30:00 de la latitud 40.500 y longitud -3.750 : 24.49°C
madrid,2025-07-29,20:30:00,40.5,-3.75,23.06,296.21,Temperatura día 2025-07-29 a la hora 20:30:00 de la latitud 40.500 y longitud -3.750 : 23.06°C
madrid,2025-07-29,21:30:00,40.5,-3.75,21.93,295.08,Temperatura día 2025-07-29 a la hora 21:30:00 de la latitud 40.500 y longitud -3.750 : 21.93°C
madrid,2025-07-29,22:30:00,40.5,-3.75,20.36,293.51,Temperatura día 2025-07-29 a la hora 22:30:00 de la latitud 40.500 y longitud -3.750 : 20.36°C
madrid,2025-07-29,23:30:00,40.5,-3.75,19.04,292.19,Temperatura día 2025-07-29 a la hora 23:30:00 de la latitud 40.500 y longitud -3.750 : 19.04°C
madrid,2025-07-30,00:30:00,40.5,-3.75,17.87,291.02,Temperatura día 2025-07-30 a la hora 00:30:00 de la latitud 40.500 y longitud -3.750 : 17.87°C
madrid,2025-07-30,01:30:00,40.5,-3.75,16.79,289.94,Temperatura día 2025-07-30 a la hora 01:30:00 de la latitud 40.500 y longitud -3.750 : 16.79°C
madrid,2025-07-30,02:30:00,40.5,-3.75,15.81,288.96,Temperatura día 2025-07-30 a la hora 02:30:00 de la latitud 40.500 y longitud -3.750 : 15.81°C
madrid,2025-07-30,03:30:00,40.5,-3.75,14.99,288.14,Temperatura día 2025-07-30 a la hora 03:30:00 de la latitud 40.500 y longitud -3.750 : 14.99°C
madrid,2025-07-30,04:30:00,40.5,-3.75,14.28,287.43,Temperatura día 2025-07-30 a la hora 04:30:00 de la latitud 40.500 y longitud -3.750 : 14.28°C
madrid,2025-07-30,05:30:00,40.5,-3.75,14.2,287.35,Temperatura día 2025-07-30 a la hora 05:30:00 de la latitud 40.500 y longitud -3.750 : 14.20°C
madrid,2025-07-30,06:30:00,40.5,-3.75,16.01,289.16,Temperatura día 2025-07-30 a la hora 06:30:00 de la latitud 40.500 y longitud -3.750 : 16.01°C
madrid,2025-07-30,07:30:00,40.5,-3.75,18.93,292.08,Temperatura día 2025-07-30 a la hora 07:30:00 de la latitud 40.500 y longitud -3.750 : 18.93°C
madrid,2025-07-30,08:30:00,40.5,-3.75,22.21,295.36,Temperatura día 2025-07-30 a la hora 08:30:00 de la latitud 40.500 y longitud -3.750 : 22.21°C
madrid,2025-07-30,09:30:00,40.5,-3.75,25.31,298.46,Temperatura día 2025-07-30 a la hora 09:30:00 de la latitud 40.500 y longitud -3.750 : 25.31°C
madrid,2025-07-30,10:30:00,40.5,-3.75,27.84,300.99,Temperatura día 2025-07-30 a la hora 10:30:00 de la latitud 40.500 y longitud -3.750 : 27.84°C
madrid,2025-07-30,11:30:00,40.5,-3.75,29.78,302.93,Temperatura día 2025-07-30 a la hora 11:30:00 de la latitud 40.500 y longitud -3.750 : 29.78°C
madrid,2025-07-30,12:30:00,40.5,-3.75,31.28,304.43,Temperatura día 2025-07-30 a la hora 12:30:00 de la latitud 40.500 y longitud -3.750 : 31.28°C
madrid,2025-07-30,13:30:00,40.5,-3.75,32.36,305.51,Temperatura día 2025-07-30 a la hora 13:30:00 de la latitud 40.500 y longitud -3.750 : 32.36°C
madrid,2025-07-30,14:30:00,40.5,-3.75,32.91,306.06,Temperatura día 2025-07-30 a la hora 14:30:00 de la latitud 40.500 y longitud -3.750 : 32.91°C
madrid,2025-07-30,15:30:00,40.5,-3.75,33.09,306.24,Temperatura día 2025-07-30 a la hora 15:30:00 de la latitud 40.500 y longitud -3.750 : 33.09°C
madrid,2025-07-30,16:30:00,40.5,-3.75,32.8,305.95,Temperatura día 2025-07-30 a la hora 16:30:00 de la latitud 40.500 y longitud -3.750 : 32.80°C
madrid,2025-07-30,17:30:00,40.5,-3.75,31.94,305.09,Temperatura día 2025-07-30 a la hora 17:30:00 de la latitud 40.500 y longitud -3.750 : 31.94°C
madrid,2025-07-30,18:30:00,40.5,-3.75,29.67,302.82,Temperatura día 2025-07-30 a la hora 18:30:00 de la latitud 40.500 y longitud -3.750 : 29.67°C
madrid,2025-07-30,19:30:00,40.5,-3.75,26.15,299.3,Temperatura día 2025-07-30 a la hora 19:30:00 de la latitud 40.500 y longitud -3.750 : 26.15°C
madrid,2025-07-30,20:30:00,40.5,-3.75,24.08,297.23,Temperatura día 2025-07-30 a la hora 20:30:00 de la latitud 40.500 y longitud -3.750 : 24.08°C
madrid,2025-07-30,21:30:00,40.5,-3.75,22.6,295.75,Temperatura día 2025-07-30 a la hora 21:30:00 de la latitud 40.500 y longitud -3.750 : 22.60°C
madrid,2025-07-30,22:30:00,40.5,-3.75,21.62,294.77,Temperatura día 2025-07-30 a la hora 22:30:00 de la latitud 40.500 y longitud -3.750 : 21.62°C
madrid,2025-07-30,23:30:00,40.5,-3.75,20.66,293.81,Temperatura día 2025-07-30 a la hora 23:30:00 de la latitud 40.500 y longitud -3.750 : 20.66°C
madrid,2025-07-31,00:30:00,40.5,-3.75,19.54,292.69,Temperatura día 2025-07-31 a la hora 00:30:00 de la latitud 40.500 y longitud -3.750 : 19.54°C
madrid,2025-07-31,01:30:00,40.5,-3.75,18.54,291.69,Temperatura día 2025-07-31 a la hora 01:30:00 de la latitud 40.500 y longitud -3.750 : 18.54°C
madrid,2025-07-31,02:30:00,40.5,-3.75,17.63,290.78,Temperatura día 2025-07-31 a la hora 02:30:00 de la latitud 40.500 y longitud -3.750 : 17.63°C
madrid,2025-07-31,03:30:00,40.5,-3.75,16.86,290.01,Temperatura día 2025-07-31 a la hora 03:30:00 de la latitud 40.500 y longitud -3.750 : 16.86°C
madrid,2025-07-31,04:30:00,40.5,-3.75,16.24,289.39,Temperatura día 2025-07-31 a la hora 04:30:00 de la latitud 40.500 y longitud -3.750 : 16.24°C
madrid,2025-07-31,05:30:00,40.5,-3.75,16.2,289.35,Temperatura día 2025-07-31 a la hora 05:30:00 de la latitud 40.500 y longitud -3.750 : 16.20°C
madrid,2025-07-31,06:30:00,40.5,-3.75,18.15,291.3,Temperatura día 2025-07-31 a la hora 06:30:00 de la latitud 40.500 y longitud -3.750 : 18.15°C
madrid,2025-07-31,07:30:00,40.5,-3.75,21.8,294.95,Temperatura día 2025-07-31 a la hora 07:30:00 de la latitud 40.500 y longitud -3.750 : 21.80°C
madrid,2025-07-31,08:30:00,40.5,-3.75,24.88,298.03,Temperatura día 2025-07-31 a la hora 08:30:00 de la latitud 40.500 y longitud -3.750 : 24.88°C
madrid,2025-07-31,09:30:00,40.5,-3.75,27.88,301.03,Temperatura día 2025-07-31 a la hora 09:30:00 de la latitud 40.500 y longitud -3.750 : 27.88°C
madrid,2025-07-31,10:30:00,40.5,-3.75,30.59,303.74,Temperatura día 2025-07-31 a la hora 10:30:00 de la latitud 40.500 y longitud -3.750 : 30.59°C
madrid,2025-07-31,11:30:00,40.5,-3.75,32.55,305.7,Temperatura día 2025-07-31 a la hora 11:30:00 de la latitud 40.500 y longitud -3.750 : 32.55°C
madrid,2025-07-31,12:30:00,40.5,-3.75,33.88,307.03,Temperatura día 2025-07-31 a la hora 12:30:00 de la latitud 40.500 y longitud -3.750 : 33.88°C
madrid,2025-07-31,13:30:00,40.5,-3.75,34.66,307.81,Temperatura día 2025-07-31 a la hora 13:30:00 de la latitud 40.500 y longitud -3.750 : 34.66°C
madrid,2025-07-31,14:30:00,40.5,-3.75,34.98,308.13,Temperatura día 2025-07-31 a la hora 14:30:00 de la latitud 40.500 y longitud -3.750 : 34.98°C
madrid,2025-07-31,15:30:00,40.5,-3.75,34.92,308.07,Temperatura día 2025-07-31 a la hora 15:30:00 de la latitud 40.500 y longitud -3.750 : 34.92°C
madrid,2025-07-31,16:30:00,40.5,-3.75,34.42,307.57,Temperatura día 2025-07-31 a la hora 16:30:00 de la latitud 40.500 y longitud -3.750 : 34.42°C
madrid,2025-07-31,17:30:00,40.5,-3.75,33.49,306.64,Temperatura día 2025-07-31 a la hora 17:30:00 de la latitud 40.500 y longitud -3.750 : 33.49°C
madrid,2025-07-31,18:30:00,40.5,-3.75,31.48,304.63,Temperatura día 2025-07-31 a la hora 18:30:00 de la latitud 40.500 y longitud -3.750 : 31.48°C
madrid,2025-07-31,19:30:00,40.5,-3.75,28.83,301.98,Temperatura día 2025-07-31 a la hora 19:30:00 de la latitud 40.500 y longitud -3.750 : 28.83°C
madrid,2025-07-31,20:30:00,40.5,-3.75,27.33,300.48,Temperatura día 2025-07-31 a la hora 20:30:00 de la latitud 40.500 y longitud -3.750 : 27.33°C
madrid,2025-07-31,21:30:00,40.5,-3.75,25.87,299.02,Temperatura día 2025-07-31 a la hora 21:30:00 de la latitud 40.500 y longitud -3.750 : 25.87°C
madrid,2025-07-31,22:30:00,40.5,-3.75,24.4,297.55,Temperatura día 2025-07-31 a la hora 22:30:00 de la latitud 40.500 y longitud -3.750 : 24.40°C
madrid,2025-07-31,23:30:00,40.5,-3.75,23.33,296.48,Temperatura día 2025-07-31 a la hora 23:30:00 de la latitud 40.500 y longitud -3.750 : 23.33°C
madrid,2025-08-01,00:30:00,40.5,-3.75,22.36,295.51,Temperatura día 2025-08-01 a la hora 00:30:00 de la latitud 40.500 y longitud -3.750 : 22.36°C
madrid,2025-08-01,01:30:00,40.5,-3.75,21.29,294.44,Temperatura día 2025-08-01 a la hora 01:30:00 de la latitud 40.500 y longitud -3.750 : 21.29°C
madrid,2025-08-01,02:30:00,40.5,-3.75,20.32,293.47,Temperatura día 2025-08-01 a la hora 02:30:00 de la latitud 40.500 y longitud -3.750 : 20.32°C
madrid,2025-08-01,03:30:00,40.5,-3.75,19.41,292.56,Temperatura día 2025-08-01 a la hora 03:30:00 de la latitud 40.500 y longitud -3.750 : 19.41°C
madrid,2025-08-01,04:30:00,40.5,-3.75,18.79,291.94,Temperatura día 2025-08-01 a la hora 04:30:00 de la latitud 40.500 y longitud -3.750 : 18.79°C
madrid,2025-08-01,05:30:00,40.5,-3.75,18.71,291.86,Temperatura día 2025-08-01 a la hora 05:30:00 de la latitud 40.500 y longitud -3.750 : 18.71°C
madrid,2025-08-01,06:30:00,40.5,-3.75,20.04,293.19,Temperatura día 2025-08-01 a la hora 06:30:00 de la latitud 40.500 y longitud -3.750 : 20.04°C
madrid,2025-08-01,07:30:00,40.5,-3.75,22.36,295.51,Temperatura día 2025-08-01 a la hora 07:30:00 de la latitud 40.500 y longitud -3.750 : 22.36°C
madrid,2025-08-01,08:30:00,40.5,-3.75,24.72,297.87,Temperatura día 2025-08-01 a la hora 08:30:00 de la latitud 40.500 y longitud -3.750 : 24.72°C
madrid,2025-08-01,09:30:00,40.5,-3.75,26.9,300.05,Temperatura día 2025-08-01 a la hora 09:30:00 de la latitud 40.500 y longitud -3.750 : 26.90°C
madrid,2025-08-01,10:30:00,40.5,-3.75,29.38,302.53,Temperatura día 2025-08-01 a la hora 10:30:00 de la latitud 40.500 y longitud -3.750 : 29.38°C
madrid,2025-08-01,11:30:00,40.5,-3.75,31.68,304.83,Temperatura día 2025-08-01 a la hora 11:30:00 de la latitud 40.500 y longitud -3.750 : 31.68°C
madrid,2025-08-01,12:30:00,40.5,-3.75,32.97,306.12,Temperatura día 2025-08-01 a la hora 12:30:00 de la latitud 40.500 y longitud -3.750 : 32.97°C
madrid,2025-08-01,13:30:00,40.5,-3.75,33.54,306.69,Temperatura día 2025-08-01 a la hora 13:30:00 de la latitud 40.500 y longitud -3.750 : 33.54°C
madrid,2025-08-01,14:30:00,40.5,-3.75,33.5,306.65,Temperatura día 2025-08-01 a la hora 14:30:00 de la latitud 40.500 y longitud -3.750 : 33.50°C
madrid,2025-08-01,15:30:00,40.5,-3.75,33.3,306.45,Temperatura día 2025-08-01 a la hora 15:30:00 de la latitud 40.500 y longitud -3.750 : 33.30°C
madrid,2025-08-01,16:30:00,40.5,-3.75,32.61,305.76,Temperatura día 2025-08-01 a la hora 16:30:00 de la latitud 40.500 y longitud -3.750 : 32.61°C
madrid,2025-08-01,17:30:00,40.5,-3.75,31.52,304.67,Temperatura día 2025-08-01 a la hora 17:30:00 de la latitud 40.500 y longitud -3.750 : 31.52°C
madrid,2025-08-01,18:30:00,40.5,-3.75,30.05,303.2,Temperatura día 2025-08-01 a la hora 18:30:00 de la latitud 40.500 y longitud -3.750 : 30.05°C
madrid,2025-08-01,19:30:00,40.5,-3.75,28.34,301.49,Temperatura día 2025-08-01 a la hora 19:30:00 de la latitud 40.500 y longitud -3.750 : 28.34°C
madrid,2025-08-01,20:30:00,40.5,-3.75,26.89,300.04,Temperatura día 2025-08-01 a la hora 20:30:00 de la latitud 40.500 y longitud -3.750 : 26.89°C
madrid,2025-08-01,21:30:00,40.5,-3.75,25.36,298.51,Temperatura día 2025-08-01 a la hora 21:30:00 de la latitud 40.500 y longitud -3.750 : 25.36°C
madrid,2025-08-01,22:30:00,40.5,-3.75,23.98,297.13,Temperatura día 2025-08-01 a la hora 22:30:00 de la latitud 40.500 y longitud -3.750 : 23.98°C
madrid,2025-08-01,23:30:00,40.5,-3.75,22.55,295.7,Temperatura día 2025-08-01 a la hora 23:30:00 de la latitud 40.500 y longitud -3.750 : 22.55°C
madrid,2025-08-02,00:30:00,40.5,-3.75,21.34,294.49,Temperatura día 2025-08-02 a la hora 00:30:00 de la latitud 40.500 y longitud -3.750 : 21.34°C
madrid,2025-08-02,01:30:00,40.5,-3.75,20.32,293.47,Temperatura día 2025-08-02 a la hora 01:30:00 de la latitud 40.500 y longitud -3.750 : 20.32°C
madrid,2025-08-02,02:30:00,40.5,-3.75,19.56,292.71,Temperatura día 2025-08-02 a la hora 02:30:00 de la latitud 40.500 y longitud -3.750 : 19.56°C
madrid,2025-08-02,03:30:00,40.5,-3.75,18.99,292.14,Temperatura día 2025-08-02 a la hora 03:30:00 de la latitud 40.500 y longitud -3.750 : 18.99°C
madrid,2025-08-02,04:30:00,40.5,-3.75,18.5,291.65,Temperatura día 2025-08-02 a la hora 04:30:00 de la latitud 40.500 y longitud -3.750 : 18.50°C
madrid,2025-08-02,05:30:00,40.5,-3.75,18.31,291.46,Temperatura día 2025-08-02 a la hora 05:30:00 de la latitud 40.500 y longitud -3.750 : 18.31°C
madrid,2025-08-02,06:30:00,40.5,-3.75,20.02,293.17,Temperatura día 2025-08-02 a la hora 06:30:00 de la latitud 40.500 y longitud -3.750 : 20.02°C
madrid,2025-08-02,07:30:00,40.5,-3.75,23.3,296.45,Temperatura día 2025-08-02 a la hora 07:30:00 de la latitud 40.500 y longitud -3.750 : 23.30°C
madrid,2025-08-02,08:30:00,40.5,-3.75,27.05,300.2,Temperatura día 2025-08-02 a la hora 08:30:00 de la latitud 40.500 y longitud -3.750 : 27.05°C
madrid,2025-08-02,09:30:00,40.5,-3.75,30.68,303.83,Temperatura día 2025-08-02 a la hora 09:30:00 de la latitud 40.500 y longitud -3.750 : 30.68°C
madrid,2025-08-02,10:30:00,40.5,-3.75,32.85,306.0,Temperatura día 2025-08-02 a la hora 10:30:00 de la latitud 40.500 y longitud -3.750 : 32.85°C
madrid,2025-08-02,11:30:00,40.5,-3.75,34.22,307.37,Temperatura día 2025-08-02 a la hora 11:30:00 de la latitud 40.500 y longitud -3.750 : 34.22°C
madrid,2025-08-02,12:30:00,40.5,-3.75,35.07,308.22,Temperatura día 2025-08-02 a la hora 12:30:00 de la latitud 40.500 y longitud -3.750 : 35.07°C
madrid,2025-08-02,13:30:00,40.5,-3.75,35.49,308.64,Temperatura día 2025-08-02 a la hora 13:30:00 de la latitud 40.500 y longitud -3.750 : 35.49°C
madrid,2025-08-02,14:30:00,40.5,-3.75,35.6,308.75,Temperatura día 2025-08-02 a la hora 14:30:00 de la latitud 40.500 y longitud -3.750 : 35.60°C
madrid,2025-08-02,15:30:00,40.5,-3.75,35.0,308.15,Temperatura día 2025-08-02 a la hora 15:30:00 de la latitud 40.500 y longitud -3.750 : 35.00°C
madrid,2025-08-02,16:30:00,40.5,-3.75,34.29,307.44,Temperatura día 2025-08-02 a la hora 16:30:00 de la latitud 40.500 y longitud -3.750 : 34.29°C
madrid,2025-08-02,17:30:00,40.5,-3.75,33.23,306.38,Temperatura día 2025-08-02 a la hora 17:30:00 de la latitud 40.500 y longitud -3.750 : 33.23°C
madrid,2025-08-02,18:30:00,40.5,-3.75,31.49,304.64,Temperatura día 2025-08-02 a la hora 18:30:00 de la latitud 40.500 y longitud -3.750 : 31.49°C
madrid,2025-08-02,19:30:00,40.5,-3.75,28.83,301.98,Temperatura día 2025-08-02 a la hora 19:30:00 de la latitud 40.500 y longitud -3.750 : 28.83°C
madrid,2025-08-02,20:30:00,40.5,-3.75,27.79,300.94,Temperatura día 2025-08-02 a la hora 20:30:00 de la latitud 40.500 y longitud -3.750 : 27.79°C
madrid,2025-08-02,21:30:00,40.5,-3.75,26.88,300.03,Temperatura día 2025-08-02 a la hora 21:30:00 de la latitud 40.500 y longitud -3.750 : 26.88°C
madrid,2025-08-02,22:30:00,40.5,-3.75,25.61,298.76,Temperatura día 2025-08-02 a la hora 22:30:00 de la latitud 40.500 y longitud -3.750 : 25.61°C
madrid,2025-08-02,23:30:00,40.5,-3.75,24.04,297.19,Temperatura día 2025-08-02 a la hora 23:30:00 de la latitud 40.500 y longitud -3.750 : 24.04°C
madrid,2025-08-03,00:30:00,40.5,-3.75,22.49,295.64,Temperatura día 2025-08-03 a la hora 00:30:00 de la latitud 40.500 y longitud -3.750 : 22.49°C
madrid,2025-08-03,01:30:00,40.5,-3.75,21.22,294.37,Temperatura día 2025-08-03 a la hora 01:30:00 de la latitud 40.500 y longitud -3.750 : 21.22°C
madrid,2025-08-03,02:30:00,40.5,-3.75,20.35,293.5,Temperatura día 2025-08-03 a la hora 02:30:00 de la latitud 40.500 y longitud -3.750 : 20.35°C
madrid,2025-08-03,03:30:00,40.5,-3.75,19.74,292.89,Temperatura día 2025-08-03 a la hora 03:30:00 de la latitud 40.500 y longitud -3.750 : 19.74°C
madrid,2025-08-03,04:30:00,40.5,-3.75,19.11,292.26,Temperatura día 2025-08-03 a la hora 04:30:00 de la latitud 40.500 y longitud -3.750 : 19.11°C
madrid,2025-08-03,05:30:00,40.5,-3.75,18.82,291.97,Temperatura día 2025-08-03 a la hora 05:30:00 de la latitud 40.500 y longitud -3.750 : 18.82°C
madrid,2025-08-03,06:30:00,40.5,-3.75,20.52,293.67,Temperatura día 2025-08-03 a la hora 06:30:00 de la latitud 40.500 y longitud -3.750 : 20.52°C
madrid,2025-08-03,07:30:00,40.5,-3.75,23.47,296.62,Temperatura día 2025-08-03 a la hora 07:30:00 de la latitud 40.500 y longitud -3.750 : 23.47°C
madrid,2025-08-03,08:30:00,40.5,-3.75,26.88,300.03,Temperatura día 2025-08-03 a la hora 08:30:00 de la latitud 40.500 y longitud -3.750 : 26.88°C
madrid,2025-08-03,09:30:00,40.5,-3.75,30.73,303.88,Temperatura día 2025-08-03 a la hora 09:30:00 de la latitud 40.500 y longitud -3.750 : 30.73°C
madrid,2025-08-03,10:30:00,40.5,-3.75,33.31,306.46,Temperatura día 2025-08-03 a la hora 10:30:00 de la latitud 40.500 y longitud -3.750 : 33.31°C
madrid,2025-08-03,11:30:00,40.5,-3.75,34.91,308.06,Temperatura día 2025-08-03 a la hora 11:30:00 de la latitud 40.500 y longitud -3.750 : 34.91°C
madrid,2025-08-03,12:30:00,40.5,-3.75,35.92,309.07,Temperatura día 2025-08-03 a la hora 12:30:00 de la latitud 40.500 y longitud -3.750 : 35.92°C
madrid,2025-08-03,13:30:00,40.5,-3.75,36.52,309.67,Temperatura día 2025-08-03 a la hora 13:30:00 de la latitud 40.500 y longitud -3.750 : 36.52°C
madrid,2025-08-03,14:30:00,40.5,-3.75,36.76,309.91,Temperatura día 2025-08-03 a la hora 14:30:00 de la latitud 40.500 y longitud -3.750 : 36.76°C
madrid,2025-08-03,15:30:00,40.5,-3.75,36.63,309.78,Temperatura día 2025-08-03 a la hora 15:30:00 de la latitud 40.500 y longitud -3.750 : 36.63°C
madrid,2025-08-03,16:30:00,40.5,-3.75,36.07,309.22,Temperatura día 2025-08-03 a la hora 16:30:00 de la latitud 40.500 y longitud -3.750 : 36.07°C
madrid,2025-08-03,17:30:00,40.5,-3.75,35.16,308.31,Temperatura día 2025-08-03 a la hora 17:30:00 de la latitud 40.500 y longitud -3.750 : 35.16°C
madrid,2025-08-03,18:30:00,40.5,-3.75,33.09,306.24,Temperatura día 2025-08-03 a la hora 18:30:00 de la latitud 40.500 y longitud -3.750 : 33.09°C
madrid,2025-08-03,19:30:00,40.5,-3.75,30.02,303.17,Temperatura día 2025-08-03 a la hora 19:30:00 de la latitud 40.500 y longitud -3.750 : 30.02°C
madrid,2025-08-03,20:30:00,40.5,-3.75,28.1,301.25,Temperatura día 2025-08-03 a la hora 20:30:00 de la latitud 40.500 y longitud -3.750 : 28.10°C
madrid,2025-08-03,21:30:00,40.5,-3.75,26.94,300.09,Temperatura día 2025-08-03 a la hora 21:30:00 de la latitud 40.500 y longitud -3.750 : 26.94°C
madrid,2025-08-03,22:30:00,40.5,-3.75,25.37,298.52,Temperatura día 2025-08-03 a la hora 22:30:00 de la latitud 40.500 y longitud -3.750 : 25.37°C
madrid,2025-08-03,23:30:00,40.5,-3.75,23.6,296.75,Temperatura día 2025-08-03 a la hora 23:30:00 de la latitud 40.500 y longitud -3.750 : 23.60°C
madrid,2025-08-04,00:30:00,40.5,-3.75,22.32,295.47,Temperatura día 2025-08-04 a la hora 00:30:00 de la latitud 40.500 y longitud -3.750 : 22.32°C
madrid,2025-08-04,01:30:00,40.5,-3.75,21.38,294.53,Temperatura día 2025-08-04 a la hora 01:30:00 de la latitud 40.500 y longitud -3.750 : 21.38°C
madrid,2025-08-04,02:30:00,40.5,-3.75,20.64,293.79,Temperatura día 2025-08-04 a la hora 02:30:00 de la latitud 40.500 y longitud -3.750 : 20.64°C
madrid,2025-08-04,03:30:00,40.5,-3.75,20.04,293.19,Temperatura día 2025-08-04 a la hora 03:30:00 de la latitud 40.500 y longitud -3.750 : 20.04°C
madrid,2025-08-04,04:30:00,40.5,-3.75,19.49,292.64,Temperatura día 2025-08-04 a la hora 04:30:00 de la latitud 40.500 y longitud -3.750 : 19.49°C
madrid,2025-08-04,05:30:00,40.5,-3.75,19.53,292.68,Temperatura día 2025-08-04 a la hora 05:30:00 de la latitud 40.500 y longitud -3.750 : 19.53°C
madrid,2025-08-04,06:30:00,40.5,-3.75,21.51,294.66,Temperatura día 2025-08-04 a la hora 06:30:00 de la latitud 40.500 y longitud -3.750 : 21.51°C
madrid,2025-08-04,07:30:00,40.5,-3.75,24.14,297.29,Temperatura día 2025-08-04 a la hora 07:30:00 de la latitud 40.500 y longitud -3.750 : 24.14°C
madrid,2025-08-04,08:30:00,40.5,-3.75,27.05,300.2,Temperatura día 2025-08-04 a la hora 08:30:00 de la latitud 40.500 y longitud -3.750 : 27.05°C
madrid,2025-08-04,09:30:00,40.5,-3.75,29.98,303.13,Temperatura día 2025-08-04 a la hora 09:30:00 de la latitud 40.500 y longitud -3.750 : 29.98°C
madrid,2025-08-04,10:30:00,40.5,-3.75,33.04,306.19,Temperatura día 2025-08-04 a la hora 10:30:00 de la latitud 40.500 y longitud -3.750 : 33.04°C
madrid,2025-08-04,11:30:00,40.5,-3.75,35.6,308.75,Temperatura día 2025-08-04 a la hora 11:30:00 de la latitud 40.500 y longitud -3.750 : 35.60°C
madrid,2025-08-04,12:30:00,40.5,-3.75,36.98,310.13,Temperatura día 2025-08-04 a la hora 12:30:00 de la latitud 40.500 y longitud -3.750 : 36.98°C
madrid,2025-08-04,13:30:00,40.5,-3.75,37.76,310.91,Temperatura día 2025-08-04 a la hora 13:30:00 de la latitud 40.500 y longitud -3.750 : 37.76°C
madrid,2025-08-04,14:30:00,40.5,-3.75,38.05,311.2,Temperatura día 2025-08-04 a la hora 14:30:00 de la latitud 40.500 y longitud -3.750 : 38.05°C
madrid,2025-08-04,15:30:00,40.5,-3.75,37.98,311.13,Temperatura día 2025-08-04 a la hora 15:30:00 de la latitud 40.500 y longitud -3.750 : 37.98°C
madrid,2025-08-04,16:30:00,40.5,-3.75,37.5,310.65,Temperatura día 2025-08-04 a la hora 16:30:00 de la latitud 40.500 y longitud -3.750 : 37.50°C
